January,Hour,kWh,MWh,February,Hour,kWh,MWh,March,Hour,kWh,MWh,April,Hour,kWh,MWh,May,Hour,kWh,MWh,June,Hour,kWh,MWh,July,Hour,kWh,MWh,August,Hour,kWh,MWh,September,Hour,kWh,MWh
1/23/23,22,"15,662.00",15.66,2/23/23,22,"16,135.00",16.135,3/23/23,23,"15,241.00",15.241,4/23/23,22,"14,758.00",14.758,5/23/23,22,"14,583.00",14.583,6/23/23,22,"14,943.00",14.943,7/23/23,22,"15,027.00",15.03,8/23/23,22,"12,950.00",12.95,9/23/23,22,"15,040.00",15.04
1/23/23,23,"15,669.00",15.67,2/23/23,23,"16,116.00",16.116,3/23/23,24,"15,267.00",15.267,4/23/23,23,"14,745.00",14.745,5/23/23,23,"14,564.00",14.564,6/23/23,23,"14,959.00",14.959,7/23/23,23,"14,920.00",14.92,8/23/23,23,"15,102.00",15.1,9/23/23,23,"14,975.00",14.98
1/23/23,24,"15,656.00",15.66,2/23/23,24,"16,083.00",16.083,3/24/23,1,"15,325.00",15.325,4/23/23,24,"14,697.00",14.697,5/23/23,24,"14,548.00",14.548,6/23/23,24,"14,898.00",14.898,7/23/23,24,"14,855.00",14.86,8/23/23,24,"15,105.00",15.11,9/23/23,24,"14,859.00",14.86
1/24/23,1,"15,659.00",15.66,2/24/23,1,"16,087.00",16.087,3/24/23,2,"15,273.00",15.273,4/24/23,1,"14,658.00",14.658,5/24/23,1,"14,515.00",14.515,6/24/23,1,"14,852.00",14.852,7/24/23,1,"14,807.00",14.81,8/24/23,1,"15,105.00",15.11,9/24/23,1,"14,836.00",14.84
1/24/23,2,"15,665.00",15.67,2/24/23,2,"16,074.00",16.074,3/24/23,3,"15,183.00",15.183,4/24/23,2,"14,645.00",14.645,5/24/23,2,"14,493.00",14.493,6/24/23,2,"14,823.00",14.823,7/24/23,2,"14,739.00",14.74,8/24/23,2,"15,170.00",15.17,9/24/23,2,"14,797.00",14.8
1/24/23,3,"15,669.00",15.67,2/24/23,3,"16,083.00",16.083,3/24/23,4,"15,134.00",15.134,4/24/23,3,"14,632.00",14.632,5/24/23,3,"14,505.00",14.505,6/24/23,3,"14,771.00",14.771,7/24/23,3,"14,693.00",14.69,8/24/23,3,"15,157.00",15.16,9/24/23,3,"14,752.00",14.75
1/24/23,4,"15,659.00",15.66,2/24/23,4,"16,061.00",16.061,3/24/23,5,"15,160.00",15.16,4/24/23,4,"14,622.00",14.622,5/24/23,4,"14,476.00",14.476,6/24/23,4,"14,755.00",14.755,7/24/23,4,"14,690.00",14.69,8/24/23,4,"15,053.00",15.05,9/24/23,4,"14,710.00",14.71
1/24/23,5,"15,659.00",15.66,2/24/23,5,"16,041.00",16.041,3/24/23,6,"15,189.00",15.189,4/24/23,5,"14,632.00",14.632,5/24/23,5,"14,441.00",14.441,6/24/23,5,"14,729.00",14.729,7/24/23,5,"14,690.00",14.69,8/24/23,5,"14,936.00",14.94,9/24/23,5,"14,655.00",14.66
1/24/23,6,"15,659.00",15.66,2/24/23,6,"16,032.00",16.032,3/24/23,7,"15,111.00",15.111,4/24/23,6,"14,622.00",14.622,5/24/23,6,"14,428.00",14.428,6/24/23,6,"14,703.00",14.703,7/24/23,6,"14,693.00",14.69,8/24/23,6,"14,852.00",14.85,9/24/23,6,"14,635.00",14.64
1/24/23,7,"15,643.00",15.64,2/24/23,7,"15,999.00",15.999,3/24/23,8,"14,953.00",14.953,4/24/23,7,"14,603.00",14.603,5/24/23,7,"14,399.00",14.399,6/24/23,7,"14,706.00",14.706,7/24/23,7,"14,687.00",14.69,8/24/23,7,"14,817.00",14.82,9/24/23,7,"14,629.00",14.63
1/24/23,8,"5,631.00",5.63,2/24/23,8,"15,993.00",15.993,3/24/23,9,"14,953.00",14.953,4/24/23,8,"14,606.00",14.606,5/24/23,8,"14,412.00",14.412,6/24/23,8,"14,748.00",14.748,7/24/23,8,"14,690.00",14.69,8/24/23,8,"14,807.00",14.81,9/24/23,8,"14,629.00",14.63
1/24/23,9,515,0.52,2/24/23,9,"15,947.00",15.947,3/24/23,10,"15,131.00",15.131,4/24/23,9,"14,632.00",14.632,5/24/23,9,"14,408.00",14.408,6/24/23,9,"14,914.00",14.914,7/24/23,9,"14,739.00",14.74,8/24/23,9,"14,940.00",14.94,9/24/23,9,"14,693.00",14.69
1/24/23,10,505,0.51,2/24/23,10,"15,954.00",15.954,3/24/23,11,"15,231.00",15.231,4/24/23,10,"14,661.00",14.661,5/24/23,10,"14,470.00",14.47,6/24/23,10,"15,004.00",15.004,7/24/23,10,"14,810.00",14.81,8/24/23,10,"15,124.00",15.12,9/24/23,10,"14,878.00",14.88
1/24/23,11,"12,383.00",12.38,2/24/23,11,"15,999.00",15.999,3/24/23,12,"15,380.00",15.38,4/24/23,11,"14,684.00",14.684,5/24/23,11,"14,599.00",14.599,6/24/23,11,"15,108.00",15.108,7/24/23,11,"14,914.00",14.91,8/24/23,11,"15,254.00",15.25,9/24/23,11,"15,076.00",15.08
1/24/23,12,"15,639.00",15.64,2/24/23,12,"16,096.00",16.096,3/24/23,13,"15,588.00",15.588,4/24/23,12,"14,729.00",14.729,5/24/23,12,"14,745.00",14.745,6/24/23,12,"15,179.00",15.179,7/24/23,12,"15,027.00",15.03,8/24/23,12,"15,384.00",15.38,9/24/23,12,"15,076.00",15.08
1/24/23,13,"15,714.00",15.71,2/24/23,13,"16,200.00",16.2,3/24/23,14,"15,743.00",15.743,4/24/23,13,"14,787.00",14.787,5/24/23,13,"14,771.00",14.771,6/24/23,13,"15,228.00",15.228,7/24/23,13,"15,134.00",15.13,8/24/23,13,"14,191.00",14.19,9/24/23,13,"15,137.00",15.14
1/24/23,14,"15,801.00",15.8,2/24/23,14,"16,210.00",16.21,3/24/23,15,"15,902.00",15.902,4/24/23,14,"14,842.00",14.842,5/24/23,14,"14,836.00",14.836,6/24/23,14,"15,290.00",15.29,7/24/23,14,"13,566.00",13.57,8/24/23,14,321,0.32,9/24/23,14,"15,228.00",15.23
1/24/23,15,"15,899.00",15.9,2/24/23,15,"16,203.00",16.203,3/24/23,16,"15,954.00",15.954,4/24/23,15,"14,920.00",14.92,5/24/23,15,"14,910.00",14.91,6/24/23,15,"15,380.00",15.38,7/24/23,15,305,0.31,8/24/23,15,324,0.32,9/24/23,15,"15,315.00",15.32
1/24/23,16,"15,960.00",15.96,2/24/23,16,"16,064.00",16.064,3/24/23,17,"15,792.00",15.792,4/24/23,16,"15,021.00",15.021,5/24/23,16,"14,966.00",14.966,6/24/23,16,"15,442.00",15.442,7/24/23,16,292,0.29,8/24/23,16,308,0.31,9/24/23,16,"15,338.00",15.34
1/24/23,17,"15,866.00",15.87,2/24/23,17,"15,717.00",15.717,3/24/23,18,"15,652.00",15.652,4/24/23,17,"15,076.00",15.076,5/24/23,17,"14,982.00",14.982,6/24/23,17,"15,432.00",15.432,7/24/23,17,285,0.29,8/24/23,17,305,0.31,9/24/23,17,"15,335.00",15.34
1/24/23,18,"15,899.00",15.9,2/24/23,18,"15,604.00",15.604,3/24/23,19,"15,633.00",15.633,4/24/23,18,"15,053.00",15.053,5/24/23,18,"14,966.00",14.966,6/24/23,18,"15,445.00",15.445,7/24/23,18,288,0.29,8/24/23,18,301,0.3,9/24/23,18,"15,312.00",15.31
1/24/23,19,"15,866.00",15.87,2/24/23,19,"15,452.00",15.452,3/24/23,20,"15,562.00",15.562,4/24/23,19,"14,962.00",14.962,5/24/23,19,"14,930.00",14.93,6/24/23,19,"15,468.00",15.468,7/24/23,19,"10,971.00",10.97,8/24/23,19,285,0.29,9/24/23,19,"15,267.00",15.27
1/24/23,20,"15,834.00",15.83,2/24/23,20,"15,377.00",15.377,3/24/23,21,"15,413.00",15.413,4/24/23,20,"14,829.00",14.829,5/24/23,20,"14,914.00",14.914,6/24/23,20,"15,419.00",15.419,7/24/23,20,"13,592.00",13.59,8/24/23,20,266,0.27,9/24/23,20,"15,092.00",15.09
1/24/23,21,"15,821.00",15.82,2/24/23,21,"15,341.00",15.341,3/24/23,22,"15,384.00",15.384,4/24/23,21,"14,742.00",14.742,5/24/23,21,"14,878.00",14.878,6/24/23,21,"15,286.00",15.286,7/24/23,21,"13,559.00",13.56,8/24/23,21,249,0.25,9/24/23,21,"15,024.00",15.02
1/24/23,22,"15,814.00",15.81,2/24/23,22,"15,387.00",15.387,3/24/23,23,"15,393.00",15.393,4/24/23,22,"14,706.00",14.706,5/24/23,22,"14,787.00",14.787,6/24/23,22,"15,079.00",15.079,7/24/23,22,"14,736.00",14.74,8/24/23,22,"12,412.00",12.41,9/24/23,22,"14,979.00",14.98
1/24/23,23,"15,792.00",15.79,2/24/23,23,"15,477.00",15.477,3/24/23,24,"15,426.00",15.426,4/24/23,23,"14,658.00",14.658,5/24/23,23,"14,684.00",14.684,6/24/23,23,"14,956.00",14.956,7/24/23,23,"14,710.00",14.71,8/24/23,23,"15,056.00",15.06,9/24/23,23,"14,901.00",14.9
1/24/23,24,"15,808.00",15.81,2/24/23,24,"15,520.00",15.52,3/25/23,1,"15,374.00",15.374,4/24/23,24,"14,635.00",14.635,5/24/23,24,"14,622.00",14.622,6/24/23,24,"14,898.00",14.898,7/24/23,24,"14,661.00",14.66,8/24/23,24,"15,047.00",15.05,9/24/23,24,"14,846.00",14.85
1/25/23,1,"15,811.00",15.81,2/25/23,1,"15,448.00",15.448,3/25/23,2,"15,354.00",15.354,4/25/23,1,"14,603.00",14.603,5/25/23,1,"14,551.00",14.551,6/25/23,1,"14,888.00",14.888,7/25/23,1,"14,664.00",14.66,8/25/23,1,"15,034.00",15.03,9/25/23,1,"14,794.00",14.79
1/25/23,2,"15,821.00",15.82,2/25/23,2,"15,413.00",15.413,3/25/23,3,"15,351.00",15.351,4/25/23,2,"14,580.00",14.58,5/25/23,2,"14,463.00",14.463,6/25/23,2,"14,875.00",14.875,7/25/23,2,"14,632.00",14.63,8/25/23,2,"15,024.00",15.02,9/25/23,2,"14,732.00",14.73
1/25/23,3,"15,805.00",15.81,2/25/23,3,"15,377.00",15.377,3/25/23,4,"15,354.00",15.354,4/25/23,3,"14,567.00",14.567,5/25/23,3,"14,402.00",14.402,6/25/23,3,"14,849.00",14.849,7/25/23,3,"14,661.00",14.66,8/25/23,3,"15,024.00",15.02,9/25/23,3,"14,713.00",14.71
1/25/23,4,"15,811.00",15.81,2/25/23,4,"15,283.00",15.283,3/25/23,5,"15,384.00",15.384,4/25/23,4,"14,564.00",14.564,5/25/23,4,"14,373.00",14.373,6/25/23,4,"14,842.00",14.842,7/25/23,4,"14,674.00",14.67,8/25/23,4,"15,053.00",15.05,9/25/23,4,"14,697.00",14.7
1/25/23,5,"15,818.00",15.82,2/25/23,5,"15,296.00",15.296,3/25/23,6,"14,392.00",14.392,4/25/23,5,"14,570.00",14.57,5/25/23,5,"14,343.00",14.343,6/25/23,5,"14,898.00",14.898,7/25/23,5,"14,655.00",14.66,8/25/23,5,"15,098.00",15.1,9/25/23,5,"14,700.00",14.7
1/25/23,6,"15,847.00",15.85,2/25/23,6,"15,309.00",15.309,3/25/23,7,"15,111.00",15.111,4/25/23,6,"14,577.00",14.577,5/25/23,6,"14,308.00",14.308,6/25/23,6,"14,904.00",14.904,7/25/23,6,"14,632.00",14.63,8/25/23,6,"15,105.00",15.11,9/25/23,6,"14,719.00",14.72
1/25/23,7,"15,876.00",15.88,2/25/23,7,"15,322.00",15.322,3/25/23,8,"14,859.00",14.859,4/25/23,7,"14,574.00",14.574,5/25/23,7,"14,298.00",14.298,6/25/23,7,"14,904.00",14.904,7/25/23,7,"14,635.00",14.64,8/25/23,7,"15,121.00",15.12,9/25/23,7,"14,719.00",14.72
1/25/23,8,"15,951.00",15.95,2/25/23,8,"15,303.00",15.303,3/25/23,9,"14,829.00",14.829,4/25/23,8,"14,583.00",14.583,5/25/23,8,"14,337.00",14.337,6/25/23,8,"14,910.00",14.91,7/25/23,8,"14,732.00",14.73,8/25/23,8,"15,173.00",15.17,9/25/23,8,"14,687.00",14.69
1/25/23,9,"15,954.00",15.95,2/25/23,9,"15,290.00",15.29,3/25/23,10,"14,862.00",14.862,4/25/23,9,"14,642.00",14.642,5/25/23,9,"14,450.00",14.45,6/25/23,9,"15,017.00",15.017,7/25/23,9,"14,878.00",14.88,8/25/23,9,"15,202.00",15.2,9/25/23,9,"14,726.00",14.73
1/25/23,10,"15,989.00",15.99,2/25/23,10,"15,319.00",15.319,3/25/23,11,"14,949.00",14.949,4/25/23,10,"14,700.00",14.7,5/25/23,10,"14,541.00",14.541,6/25/23,10,"15,118.00",15.118,7/25/23,10,"14,972.00",14.97,8/25/23,10,"15,254.00",15.25,9/25/23,10,"14,940.00",14.94
1/25/23,11,"16,067.00",16.07,2/25/23,11,"15,283.00",15.283,3/25/23,12,"15,192.00",15.192,4/25/23,11,"14,768.00",14.768,5/25/23,11,"14,697.00",14.697,6/25/23,11,"15,244.00",15.244,7/25/23,11,"15,092.00",15.09,8/25/23,11,"15,422.00",15.42,9/25/23,11,"15,027.00",15.03
1/25/23,12,"16,268.00",16.27,2/25/23,12,"15,251.00",15.251,3/25/23,13,"15,364.00",15.364,4/25/23,12,"14,833.00",14.833,5/25/23,12,"14,868.00",14.868,6/25/23,12,"15,377.00",15.377,7/25/23,12,"15,209.00",15.21,8/25/23,12,"13,384.00",13.38,9/25/23,12,"15,034.00",15.03
1/25/23,13,"16,385.00",16.39,2/25/23,13,"15,319.00",15.319,3/25/23,14,"15,546.00",15.546,4/25/23,13,"14,881.00",14.881,5/25/23,13,"14,998.00",14.998,6/25/23,13,"15,513.00",15.513,7/25/23,13,"13,608.00",13.61,8/25/23,13,343,0.34,9/25/23,13,"15,160.00",15.16
1/25/23,14,"16,433.00",16.43,2/25/23,14,"15,354.00",15.354,3/25/23,15,"15,711.00",15.711,4/25/23,14,"15,027.00",15.027,5/25/23,14,"15,001.00",15.001,6/25/23,14,"15,669.00",15.669,7/25/23,14,314,0.31,8/25/23,14,340,0.34,9/25/23,14,"15,264.00",15.26
1/25/23,15,"16,381.00",16.38,2/25/23,15,"15,426.00",15.426,3/25/23,16,"15,857.00",15.857,4/25/23,15,"15,089.00",15.089,5/25/23,15,"15,030.00",15.03,6/25/23,15,"15,776.00",15.776,7/25/23,15,314,0.31,8/25/23,15,343,0.34,9/25/23,15,"15,299.00",15.3
1/25/23,16,"16,333.00",16.33,2/25/23,16,"15,474.00",15.474,3/25/23,17,"15,951.00",15.951,4/25/23,16,"15,166.00",15.166,5/25/23,16,"15,092.00",15.092,6/25/23,16,"15,811.00",15.811,7/25/23,16,321,0.32,8/25/23,16,340,0.34,9/25/23,16,"15,293.00",15.29
1/25/23,17,"16,265.00",16.27,2/25/23,17,"15,516.00",15.516,3/25/23,18,"15,967.00",15.967,4/25/23,17,"15,137.00",15.137,5/25/23,17,"15,105.00",15.105,6/25/23,17,"15,853.00",15.853,7/25/23,17,324,0.32,8/25/23,17,343,0.34,9/25/23,17,"15,315.00",15.32
1/25/23,18,"16,125.00",16.13,2/25/23,18,"15,520.00",15.52,3/25/23,19,"15,905.00",15.905,4/25/23,18,"15,108.00",15.108,5/25/23,18,"15,128.00",15.128,6/25/23,18,"15,740.00",15.74,7/25/23,18,318,0.32,8/25/23,18,334,0.33,9/25/23,18,"15,260.00",15.26
1/25/23,19,"15,921.00",15.92,2/25/23,19,"15,516.00",15.516,3/25/23,20,"15,792.00",15.792,4/25/23,19,"15,072.00",15.072,5/25/23,19,"15,066.00",15.066,6/25/23,19,"11,593.00",11.593,7/25/23,19,301,0.3,8/25/23,19,314,0.31,9/25/23,19,"15,192.00",15.19
1/25/23,20,"15,785.00",15.79,2/25/23,20,"15,520.00",15.52,3/25/23,21,"15,584.00",15.584,4/25/23,20,"15,001.00",15.001,5/25/23,20,"14,975.00",14.975,6/25/23,20,"14,535.00",14.535,7/25/23,20,292,0.29,8/25/23,20,311,0.31,9/25/23,20,"15,017.00",15.02
1/25/23,21,"15,772.00",15.77,2/25/23,21,"15,494.00",15.494,3/25/23,22,"15,306.00",15.306,4/25/23,21,"14,901.00",14.901,5/25/23,21,"14,923.00",14.923,6/25/23,21,"14,625.00",14.625,7/25/23,21,"12,432.00",12.43,8/25/23,21,305,0.31,9/25/23,21,"15,001.00",15
1/25/23,22,"15,743.00",15.74,2/25/23,22,"15,526.00",15.526,3/25/23,23,"15,199.00",15.199,4/25/23,22,"14,829.00",14.829,5/25/23,22,"14,833.00",14.833,6/25/23,22,"14,447.00",14.447,7/25/23,22,"15,040.00",15.04,8/25/23,22,"12,519.00",12.52,9/25/23,22,"15,069.00",15.07
1/25/23,23,"15,714.00",15.71,2/25/23,23,"15,597.00",15.597,3/25/23,24,"15,150.00",15.15,4/25/23,23,"14,807.00",14.807,5/25/23,23,"14,752.00",14.752,6/25/23,23,"14,431.00",14.431,7/25/23,23,"14,959.00",14.96,8/25/23,23,"15,212.00",15.21,9/25/23,23,"15,063.00",15.06
1/25/23,24,"15,727.00",15.73,2/25/23,24,"15,591.00",15.591,3/26/23,1,"15,092.00",15.092,4/25/23,24,"14,778.00",14.778,5/25/23,24,"14,716.00",14.716,6/25/23,24,"14,499.00",14.499,7/25/23,24,"14,910.00",14.91,8/25/23,24,"15,153.00",15.15,9/25/23,24,"15,063.00",15.06
1/26/23,1,"15,711.00",15.71,2/26/23,1,"15,607.00",15.607,3/26/23,2,"15,011.00",15.011,4/26/23,1,"14,768.00",14.768,5/26/23,1,"14,674.00",14.674,6/26/23,1,"14,570.00",14.57,7/26/23,1,"14,923.00",14.92,8/26/23,1,"15,166.00",15.17,9/26/23,1,"15,040.00",15.04
1/26/23,2,"15,695.00",15.7,2/26/23,2,"15,610.00",15.61,3/26/23,3,"14,962.00",14.962,4/26/23,2,"14,758.00",14.758,5/26/23,2,"14,635.00",14.635,6/26/23,2,"14,638.00",14.638,7/26/23,2,"14,907.00",14.91,8/26/23,2,"15,147.00",15.15,9/26/23,2,"15,017.00",15.02
1/26/23,3,"15,691.00",15.69,2/26/23,3,"15,597.00",15.597,3/26/23,4,"15,118.00",15.118,4/26/23,3,"14,726.00",14.726,5/26/23,3,"14,561.00",14.561,6/26/23,3,"14,680.00",14.68,7/26/23,3,"14,875.00",14.88,8/26/23,3,"15,063.00",15.06,9/26/23,3,"14,985.00",14.99
1/26/23,4,"15,701.00",15.7,2/26/23,4,"15,555.00",15.555,3/26/23,5,"15,053.00",15.053,4/26/23,4,"14,732.00",14.732,5/26/23,4,"14,502.00",14.502,6/26/23,4,"14,716.00",14.716,7/26/23,4,"14,872.00",14.87,8/26/23,4,"15,040.00",15.04,9/26/23,4,"15,021.00",15.02
1/26/23,5,"15,688.00",15.69,2/26/23,5,"15,510.00",15.51,3/26/23,6,"15,060.00",15.06,4/26/23,5,"14,719.00",14.719,5/26/23,5,"14,463.00",14.463,6/26/23,5,"14,739.00",14.739,7/26/23,5,"14,855.00",14.86,8/26/23,5,"15,047.00",15.05,9/26/23,5,"15,043.00",15.04
1/26/23,6,"15,685.00",15.69,2/26/23,6,"15,529.00",15.529,3/26/23,7,"15,066.00",15.066,4/26/23,6,"14,719.00",14.719,5/26/23,6,"14,473.00",14.473,6/26/23,6,"14,739.00",14.739,7/26/23,6,"14,846.00",14.85,8/26/23,6,"15,027.00",15.03,9/26/23,6,"15,063.00",15.06
1/26/23,7,"15,701.00",15.7,2/26/23,7,"15,539.00",15.539,3/26/23,8,"15,102.00",15.102,4/26/23,7,"14,719.00",14.719,5/26/23,7,"14,470.00",14.47,6/26/23,7,"14,716.00",14.716,7/26/23,7,"14,829.00",14.83,8/26/23,7,"15,021.00",15.02,9/26/23,7,"15,063.00",15.06
1/26/23,8,"15,672.00",15.67,2/26/23,8,"15,516.00",15.516,3/26/23,9,"15,066.00",15.066,4/26/23,8,"14,732.00",14.732,5/26/23,8,"14,483.00",14.483,6/26/23,8,"14,755.00",14.755,7/26/23,8,"14,865.00",14.87,8/26/23,8,"14,982.00",14.98,9/26/23,8,"15,066.00",15.07
1/26/23,9,"15,698.00",15.7,2/26/23,9,"15,549.00",15.549,3/26/23,10,"15,014.00",15.014,4/26/23,9,"14,752.00",14.752,5/26/23,9,"14,493.00",14.493,6/26/23,9,"14,888.00",14.888,7/26/23,9,"14,988.00",14.99,8/26/23,9,"15,043.00",15.04,9/26/23,9,"15,053.00",15.05
1/26/23,10,"15,701.00",15.7,2/26/23,10,"15,555.00",15.555,3/26/23,11,"14,901.00",14.901,4/26/23,10,"14,761.00",14.761,5/26/23,10,"14,564.00",14.564,6/26/23,10,"15,131.00",15.131,7/26/23,10,"15,176.00",15.18,8/26/23,10,"15,222.00",15.22,9/26/23,10,"15,089.00",15.09
1/26/23,11,"15,695.00",15.7,2/26/23,11,"15,636.00",15.636,3/26/23,12,"14,959.00",14.959,4/26/23,11,"14,787.00",14.787,5/26/23,11,"14,606.00",14.606,6/26/23,11,"15,254.00",15.254,7/26/23,11,"15,322.00",15.32,8/26/23,11,"15,435.00",15.44,9/26/23,11,"15,024.00",15.02
1/26/23,12,"15,727.00",15.73,2/26/23,12,"15,691.00",15.691,3/26/23,13,"15,066.00",15.066,4/26/23,12,"14,778.00",14.778,5/26/23,12,"14,671.00",14.671,6/26/23,12,"15,396.00",15.396,7/26/23,12,"15,439.00",15.44,8/26/23,12,"15,497.00",15.5,9/26/23,12,"15,053.00",15.05
1/26/23,13,"15,711.00",15.71,2/26/23,13,"15,646.00",15.646,3/26/23,14,"15,160.00",15.16,4/26/23,13,"14,739.00",14.739,5/26/23,13,"14,736.00",14.736,6/26/23,13,"15,568.00",15.568,7/26/23,13,"13,517.00",13.52,8/26/23,13,"13,582.00",13.58,9/26/23,13,"15,072.00",15.07
1/26/23,14,"15,753.00",15.75,2/26/23,14,"15,759.00",15.759,3/26/23,15,"15,231.00",15.231,4/26/23,14,"14,752.00",14.752,5/26/23,14,"14,817.00",14.817,6/26/23,14,"14,240.00",14.24,7/26/23,14,318,0.32,8/26/23,14,321,0.32,9/26/23,14,"15,137.00",15.14
1/26/23,15,"15,750.00",15.75,2/26/23,15,"15,895.00",15.895,3/26/23,16,"15,351.00",15.351,4/26/23,15,"14,729.00",14.729,5/26/23,15,"14,875.00",14.875,6/26/23,15,"14,956.00",14.956,7/26/23,15,305,0.31,8/26/23,15,327,0.33,9/26/23,15,"15,205.00",15.21
1/26/23,16,"15,772.00",15.77,2/26/23,16,"15,918.00",15.918,3/26/23,17,"15,432.00",15.432,4/26/23,16,"14,729.00",14.729,5/26/23,16,"14,907.00",14.907,6/26/23,16,"15,685.00",15.685,7/26/23,16,295,0.3,8/26/23,16,318,0.32,9/26/23,16,"15,228.00",15.23
1/26/23,17,"15,759.00",15.76,2/26/23,17,"15,934.00",15.934,3/26/23,18,"15,432.00",15.432,4/26/23,17,"14,736.00",14.736,5/26/23,17,"14,953.00",14.953,6/26/23,17,"1,396.00",1.396,7/26/23,17,285,0.29,8/26/23,17,314,0.31,9/26/23,17,"15,277.00",15.28
1/26/23,18,"15,737.00",15.74,2/26/23,18,"15,853.00",15.853,3/26/23,19,"15,422.00",15.422,4/26/23,18,"14,765.00",14.765,5/26/23,18,"15,024.00",15.024,6/26/23,18,885,0.885,7/26/23,18,285,0.29,8/26/23,18,292,0.29,9/26/23,18,"15,277.00",15.28
1/26/23,19,"15,733.00",15.73,2/26/23,19,"15,750.00",15.75,3/26/23,20,"15,452.00",15.452,4/26/23,19,"14,748.00",14.748,5/26/23,19,"15,030.00",15.03,6/26/23,19,872,0.872,7/26/23,19,275,0.28,8/26/23,19,279,0.28,9/26/23,19,"15,283.00",15.28
1/26/23,20,"15,711.00",15.71,2/26/23,20,"15,743.00",15.743,3/26/23,21,"15,409.00",15.409,4/26/23,20,"14,758.00",14.758,5/26/23,20,"14,881.00",14.881,6/26/23,20,"15,144.00",15.144,7/26/23,20,269,0.27,8/26/23,20,272,0.27,9/26/23,20,"15,205.00",15.21
1/26/23,21,"15,704.00",15.7,2/26/23,21,"15,675.00",15.675,3/26/23,22,"15,367.00",15.367,4/26/23,21,"14,758.00",14.758,5/26/23,21,"14,813.00",14.813,6/26/23,21,"15,465.00",15.465,7/26/23,21,"11,816.00",11.82,8/26/23,21,"13,430.00",13.43,9/26/23,21,"15,079.00",15.08
1/26/23,22,"15,698.00",15.7,2/26/23,22,"15,568.00",15.568,3/26/23,23,"15,196.00",15.196,4/26/23,22,"14,742.00",14.742,5/26/23,22,"14,710.00",14.71,6/26/23,22,"15,358.00",15.358,7/26/23,22,"15,192.00",15.19,8/26/23,22,"15,202.00",15.2,9/26/23,22,"15,030.00",15.03
1/26/23,23,"15,698.00",15.7,2/26/23,23,"15,432.00",15.432,3/26/23,24,"15,157.00",15.157,4/26/23,23,"14,736.00",14.736,5/26/23,23,"14,580.00",14.58,6/26/23,23,"15,273.00",15.273,7/26/23,23,"15,163.00",15.16,8/26/23,23,"15,283.00",15.28,9/26/23,23,"15,017.00",15.02
1/26/23,24,"15,720.00",15.72,2/26/23,24,"15,380.00",15.38,3/27/23,1,"15,234.00",15.234,4/26/23,24,"14,736.00",14.736,5/26/23,24,"14,483.00",14.483,6/26/23,24,"15,222.00",15.222,7/26/23,24,"15,137.00",15.14,8/26/23,24,"15,270.00",15.27,9/26/23,24,"14,998.00",15
1/27/23,1,"15,720.00",15.72,2/27/23,1,"15,322.00",15.322,3/27/23,2,"15,173.00",15.173,4/27/23,1,"14,752.00",14.752,5/27/23,1,"14,402.00",14.402,6/27/23,1,"15,183.00",15.183,7/27/23,1,"15,063.00",15.06,8/27/23,1,"15,176.00",15.18,9/27/23,1,"14,991.00",14.99
1/27/23,2,"15,711.00",15.71,2/27/23,2,"15,309.00",15.309,3/27/23,3,"15,150.00",15.15,4/27/23,2,"14,755.00",14.755,5/27/23,2,"14,376.00",14.376,6/27/23,2,"15,124.00",15.124,7/27/23,2,"14,988.00",14.99,8/27/23,2,"15,150.00",15.15,9/27/23,2,"15,024.00",15.02
1/27/23,3,"15,704.00",15.7,2/27/23,3,"15,286.00",15.286,3/27/23,4,"15,121.00",15.121,4/27/23,3,"14,745.00",14.745,5/27/23,3,"14,343.00",14.343,6/27/23,3,"15,047.00",15.047,7/27/23,3,"14,933.00",14.93,8/27/23,3,"15,124.00",15.12,9/27/23,3,"15,050.00",15.05
1/27/23,4,"15,714.00",15.71,2/27/23,4,"15,303.00",15.303,3/27/23,5,"15,118.00",15.118,4/27/23,4,"14,748.00",14.748,5/27/23,4,"14,324.00",14.324,6/27/23,4,"14,949.00",14.949,7/27/23,4,"14,907.00",14.91,8/27/23,4,"15,089.00",15.09,9/27/23,4,"15,034.00",15.03
1/27/23,5,"15,701.00",15.7,2/27/23,5,"15,319.00",15.319,3/27/23,6,"15,128.00",15.128,4/27/23,5,"14,742.00",14.742,5/27/23,5,"14,318.00",14.318,6/27/23,5,"14,891.00",14.891,7/27/23,5,"14,927.00",14.93,8/27/23,5,"15,047.00",15.05,9/27/23,5,"15,014.00",15.01
1/27/23,6,"15,708.00",15.71,2/27/23,6,"15,416.00",15.416,3/27/23,7,"15,121.00",15.121,4/27/23,6,"14,742.00",14.742,5/27/23,6,"14,301.00",14.301,6/27/23,6,"14,949.00",14.949,7/27/23,6,"14,933.00",14.93,8/27/23,6,"15,034.00",15.03,9/27/23,6,"15,027.00",15.03
1/27/23,7,"15,691.00",15.69,2/27/23,7,"15,432.00",15.432,3/27/23,8,"15,150.00",15.15,4/27/23,7,"14,752.00",14.752,5/27/23,7,"14,301.00",14.301,6/27/23,7,"15,092.00",15.092,7/27/23,7,"14,949.00",14.95,8/27/23,7,"15,017.00",15.02,9/27/23,7,"15,024.00",15.02
