January,Hour,kWh,MWh,February,Hour,kWh,MWh,March,Hour,kWh,MWh,April,Hour,kWh,MWh,May,Hour,kWh,MWh,June,Hour,kWh,MWh,July,Hour,kWh,MWh,August,Hour,kWh,MWh,September,Hour,kWh,MWh
1/12/23,3,"15,944.00",15.94,2/12/23,3,"14,075.00",14.075,3/12/23,4,"14,531.00",14.531,4/12/23,3,"14,554.00",14.554,5/12/23,3,"15,166.00",15.166,6/12/23,3,"14,739.00",14.739,7/12/23,3,"14,690.00",14.69,8/12/23,3,"15,001.00",15,9/12/23,3,"14,817.00",14.82
1/12/23,4,"15,934.00",15.93,2/12/23,4,"9,147.00",9.147,3/12/23,5,"14,515.00",14.515,4/12/23,4,"14,551.00",14.551,5/12/23,4,"15,153.00",15.153,6/12/23,4,"14,719.00",14.719,7/12/23,4,"14,716.00",14.72,8/12/23,4,"14,949.00",14.95,9/12/23,4,"14,781.00",14.78
1/12/23,5,"15,915.00",15.92,2/12/23,5,"13,213.00",13.213,3/12/23,6,"14,518.00",14.518,4/12/23,5,"14,551.00",14.551,5/12/23,5,"15,157.00",15.157,6/12/23,5,"14,787.00",14.787,7/12/23,5,"14,700.00",14.7,8/12/23,5,"14,933.00",14.93,9/12/23,5,"14,774.00",14.77
1/12/23,6,"15,925.00",15.93,2/12/23,6,"13,200.00",13.2,3/12/23,7,"14,522.00",14.522,4/12/23,6,"14,548.00",14.548,5/12/23,6,"15,160.00",15.16,6/12/23,6,"14,781.00",14.781,7/12/23,6,"14,684.00",14.68,8/12/23,6,"14,930.00",14.93,9/12/23,6,"14,761.00",14.76
1/12/23,7,"15,973.00",15.97,2/12/23,7,"14,480.00",14.48,3/12/23,8,"14,518.00",14.518,4/12/23,7,"14,551.00",14.551,5/12/23,7,"15,192.00",15.192,6/12/23,7,"14,745.00",14.745,7/12/23,7,"14,723.00",14.72,8/12/23,7,"14,930.00",14.93,9/12/23,7,"14,716.00",14.72
1/12/23,8,"16,002.00",16,2/12/23,8,"15,795.00",15.795,3/12/23,9,"14,522.00",14.522,4/12/23,8,"14,557.00",14.557,5/12/23,8,"12,040.00",12.04,6/12/23,8,"14,752.00",14.752,7/12/23,8,"14,810.00",14.81,8/12/23,8,"14,920.00",14.92,9/12/23,8,"14,719.00",14.72
1/12/23,9,"16,080.00",16.08,2/12/23,9,"15,814.00",15.814,3/12/23,10,"14,512.00",14.512,4/12/23,9,"14,603.00",14.603,5/12/23,9,"15,222.00",15.222,6/12/23,9,"14,761.00",14.761,7/12/23,9,"14,966.00",14.97,8/12/23,9,"14,975.00",14.98,9/12/23,9,"14,810.00",14.81
1/12/23,10,"16,414.00",16.41,2/12/23,10,"15,837.00",15.837,3/12/23,11,"14,522.00",14.522,4/12/23,10,"14,719.00",14.719,5/12/23,10,"12,788.00",12.788,6/12/23,10,"14,855.00",14.855,7/12/23,10,"15,076.00",15.08,8/12/23,10,"15,111.00",15.11,9/12/23,10,"14,940.00",14.94
1/12/23,11,"16,728.00",16.73,2/12/23,11,"15,827.00",15.827,3/12/23,12,"14,522.00",14.522,4/12/23,11,"14,894.00",14.894,5/12/23,11,"14,726.00",14.726,6/12/23,11,"14,979.00",14.979,7/12/23,11,"15,238.00",15.24,8/12/23,11,"15,209.00",15.21,9/12/23,11,"15,072.00",15.07
1/12/23,12,"16,897.00",16.9,2/12/23,12,"15,863.00",15.863,3/12/23,13,"14,525.00",14.525,4/12/23,12,"15,121.00",15.121,5/12/23,12,"14,985.00",14.985,6/12/23,12,"14,962.00",14.962,7/12/23,12,"15,384.00",15.38,8/12/23,12,"15,380.00",15.38,9/12/23,12,"15,257.00",15.26
1/12/23,13,"17,023.00",17.02,2/12/23,13,"15,860.00",15.86,3/12/23,14,"14,515.00",14.515,4/12/23,13,"15,293.00",15.293,5/12/23,13,"14,240.00",14.24,6/12/23,13,"14,975.00",14.975,7/12/23,13,"15,490.00",15.49,8/12/23,13,"15,542.00",15.54,9/12/23,13,"15,487.00",15.49
1/12/23,14,"17,042.00",17.04,2/12/23,14,"15,899.00",15.899,3/12/23,15,"14,515.00",14.515,4/12/23,14,"15,413.00",15.413,5/12/23,14,"14,412.00",14.412,6/12/23,14,"15,050.00",15.05,7/12/23,14,"15,584.00",15.58,8/12/23,14,"13,624.00",13.62,9/12/23,14,"15,403.00",15.4
1/12/23,15,"17,036.00",17.04,2/12/23,15,"15,902.00",15.902,3/12/23,16,"14,512.00",14.512,4/12/23,15,"15,513.00",15.513,5/12/23,15,"14,859.00",14.859,6/12/23,15,"15,040.00",15.04,7/12/23,15,"1,387.00",1.39,8/12/23,15,321,0.32,9/12/23,15,"15,293.00",15.29
1/12/23,16,"17,065.00",17.07,2/12/23,16,"15,895.00",15.895,3/12/23,17,"14,515.00",14.515,4/12/23,16,"15,588.00",15.588,5/12/23,16,"14,865.00",14.865,6/12/23,16,"15,040.00",15.04,7/12/23,16,927,0.93,8/12/23,16,314,0.31,9/12/23,16,"15,196.00",15.2
1/12/23,17,"2,164.00",2.16,2/12/23,17,"15,866.00",15.866,3/12/23,18,"14,515.00",14.515,4/12/23,17,"15,614.00",15.614,5/12/23,17,"14,927.00",14.927,6/12/23,17,"15,063.00",15.063,7/12/23,17,927,0.93,8/12/23,17,318,0.32,9/12/23,17,"15,238.00",15.24
1/12/23,18,"12,941.00",12.94,2/12/23,18,"15,899.00",15.899,3/12/23,19,"14,502.00",14.502,4/12/23,18,"15,623.00",15.623,5/12/23,18,"14,930.00",14.93,6/12/23,18,"15,082.00",15.082,7/12/23,18,936,0.94,8/12/23,18,285,0.29,9/12/23,18,"15,238.00",15.24
1/12/23,19,"14,891.00",14.89,2/12/23,19,"15,870.00",15.87,3/12/23,20,"14,502.00",14.502,4/12/23,19,"15,575.00",15.575,5/12/23,19,"14,936.00",14.936,6/12/23,19,"15,069.00",15.069,7/12/23,19,"15,085.00",15.09,8/12/23,19,246,0.25,9/12/23,19,"15,163.00",15.16
1/12/23,20,"15,529.00",15.53,2/12/23,20,"15,857.00",15.857,3/12/23,21,"14,502.00",14.502,4/12/23,20,"15,468.00",15.468,5/12/23,20,"14,920.00",14.92,6/12/23,20,"14,979.00",14.979,7/12/23,20,"15,597.00",15.6,8/12/23,20,"11,544.00",11.54,9/12/23,20,"15,102.00",15.1
1/12/23,21,"16,122.00",16.12,2/12/23,21,"15,818.00",15.818,3/12/23,22,"14,493.00",14.493,4/12/23,21,"15,199.00",15.199,5/12/23,21,"14,933.00",14.933,6/12/23,21,"14,910.00",14.91,7/12/23,21,"15,380.00",15.38,8/12/23,21,"14,878.00",14.88,9/12/23,21,"15,056.00",15.06
1/12/23,22,"16,109.00",16.11,2/12/23,22,"15,840.00",15.84,3/12/23,23,"14,493.00",14.493,4/12/23,22,"14,849.00",14.849,5/12/23,22,"14,881.00",14.881,6/12/23,22,"14,784.00",14.784,7/12/23,22,"15,257.00",15.26,8/12/23,22,"14,943.00",14.94,9/12/23,22,"15,011.00",15.01
1/12/23,23,"16,064.00",16.06,2/12/23,23,"15,831.00",15.831,3/12/23,24,"14,493.00",14.493,4/12/23,23,"14,729.00",14.729,5/12/23,23,"14,846.00",14.846,6/12/23,23,"14,700.00",14.7,7/12/23,23,"15,264.00",15.26,8/12/23,23,"14,920.00",14.92,9/12/23,23,"14,923.00",14.92
1/12/23,24,"15,928.00",15.93,2/12/23,24,"15,831.00",15.831,3/13/23,1,"14,496.00",14.496,4/12/23,24,"14,651.00",14.651,5/12/23,24,"14,791.00",14.791,6/12/23,24,"14,648.00",14.648,7/12/23,24,"15,222.00",15.22,8/12/23,24,"14,907.00",14.91,9/12/23,24,"14,855.00",14.86
1/13/23,1,"15,934.00",15.93,2/13/23,1,"15,808.00",15.808,3/13/23,2,"14,502.00",14.502,4/13/23,1,"14,616.00",14.616,5/13/23,1,"14,761.00",14.761,6/13/23,1,"14,655.00",14.655,7/13/23,1,"15,179.00",15.18,8/13/23,1,"14,894.00",14.89,9/13/23,1,"14,833.00",14.83
1/13/23,2,"15,886.00",15.89,2/13/23,2,"15,811.00",15.811,3/13/23,3,"14,512.00",14.512,4/13/23,2,"14,596.00",14.596,5/13/23,2,"14,716.00",14.716,6/13/23,2,"14,619.00",14.619,7/13/23,2,"15,131.00",15.13,8/13/23,2,"14,862.00",14.86,9/13/23,2,"14,820.00",14.82
1/13/23,3,"15,847.00",15.85,2/13/23,3,"15,805.00",15.805,3/13/23,4,"14,502.00",14.502,4/13/23,3,"14,580.00",14.58,5/13/23,3,"14,684.00",14.684,6/13/23,3,"14,561.00",14.561,7/13/23,3,"15,111.00",15.11,8/13/23,3,"14,852.00",14.85,9/13/23,3,"14,842.00",14.84
1/13/23,4,"15,792.00",15.79,2/13/23,4,"15,814.00",15.814,3/13/23,5,"14,499.00",14.499,4/13/23,4,"14,577.00",14.577,5/13/23,4,"14,629.00",14.629,6/13/23,4,"14,541.00",14.541,7/13/23,4,"15,072.00",15.07,8/13/23,4,"14,823.00",14.82,9/13/23,4,"14,810.00",14.81
1/13/23,5,"15,785.00",15.79,2/13/23,5,"15,782.00",15.782,3/13/23,6,"14,496.00",14.496,4/13/23,5,"14,574.00",14.574,5/13/23,5,"14,635.00",14.635,6/13/23,5,"14,512.00",14.512,7/13/23,5,"15,030.00",15.03,8/13/23,5,"14,791.00",14.79,9/13/23,5,"14,761.00",14.76
1/13/23,6,"15,727.00",15.73,2/13/23,6,"15,808.00",15.808,3/13/23,7,"14,502.00",14.502,4/13/23,6,"14,580.00",14.58,5/13/23,6,"14,622.00",14.622,6/13/23,6,"14,473.00",14.473,7/13/23,6,"14,998.00",15,8/13/23,6,"14,791.00",14.79,9/13/23,6,"14,781.00",14.78
1/13/23,7,"15,750.00",15.75,2/13/23,7,"15,814.00",15.814,3/13/23,8,"14,486.00",14.486,4/13/23,7,"14,606.00",14.606,5/13/23,7,"14,609.00",14.609,6/13/23,7,"14,460.00",14.46,7/13/23,7,"14,985.00",14.99,8/13/23,7,"14,781.00",14.78,9/13/23,7,"14,771.00",14.77
1/13/23,8,"15,720.00",15.72,2/13/23,8,"15,844.00",15.844,3/13/23,9,"14,493.00",14.493,4/13/23,8,"14,710.00",14.71,5/13/23,8,"14,616.00",14.616,6/13/23,8,"14,486.00",14.486,7/13/23,8,"15,014.00",15.01,8/13/23,8,"14,781.00",14.78,9/13/23,8,"14,771.00",14.77
1/13/23,9,"15,724.00",15.72,2/13/23,9,"15,866.00",15.866,3/13/23,10,"14,505.00",14.505,4/13/23,9,"14,791.00",14.791,5/13/23,9,"14,655.00",14.655,6/13/23,9,"14,505.00",14.505,7/13/23,9,"15,056.00",15.06,8/13/23,9,"14,881.00",14.88,9/13/23,9,"14,810.00",14.81
1/13/23,10,"15,720.00",15.72,2/13/23,10,"15,925.00",15.925,3/13/23,11,"14,525.00",14.525,4/13/23,10,"14,904.00",14.904,5/13/23,10,"14,729.00",14.729,6/13/23,10,"14,003.00",14.003,7/13/23,10,"15,147.00",15.15,8/13/23,10,"15,027.00",15.03,9/13/23,10,"14,846.00",14.85
1/13/23,11,"15,708.00",15.71,2/13/23,11,"16,015.00",16.015,3/13/23,12,"14,548.00",14.548,4/13/23,11,"15,040.00",15.04,5/13/23,11,"14,823.00",14.823,6/13/23,11,"14,476.00",14.476,7/13/23,11,"15,264.00",15.26,8/13/23,11,"15,186.00",15.19,9/13/23,11,"14,914.00",14.91
1/13/23,12,"15,688.00",15.69,2/13/23,12,"16,174.00",16.174,3/13/23,13,"14,570.00",14.57,4/13/23,12,"15,166.00",15.166,5/13/23,12,"14,862.00",14.862,6/13/23,12,"14,745.00",14.745,7/13/23,12,"15,406.00",15.41,8/13/23,12,"15,332.00",15.33,9/13/23,12,"15,001.00",15
1/13/23,13,"15,724.00",15.72,2/13/23,13,"16,294.00",16.294,3/13/23,14,"14,593.00",14.593,4/13/23,13,"15,205.00",15.205,5/13/23,13,"14,914.00",14.914,6/13/23,13,"14,807.00",14.807,7/13/23,13,"15,513.00",15.51,8/13/23,13,"15,471.00",15.47,9/13/23,13,"15,102.00",15.1
1/13/23,14,"15,708.00",15.71,2/13/23,14,"16,352.00",16.352,3/13/23,15,"14,606.00",14.606,4/13/23,14,"15,060.00",15.06,5/13/23,14,"15,004.00",15.004,6/13/23,14,"14,800.00",14.8,7/13/23,14,"15,578.00",15.58,8/13/23,14,"13,271.00",13.27,9/13/23,14,"15,199.00",15.2
1/13/23,15,"15,714.00",15.71,2/13/23,15,"16,388.00",16.388,3/13/23,16,"14,612.00",14.612,4/13/23,15,"15,008.00",15.008,5/13/23,15,"15,124.00",15.124,6/13/23,15,"14,901.00",14.901,7/13/23,15,"1,319.00",1.32,8/13/23,15,308,0.31,9/13/23,15,"15,218.00",15.22
1/13/23,16,"15,753.00",15.75,2/13/23,16,"16,433.00",16.433,3/13/23,17,"14,612.00",14.612,4/13/23,16,"14,953.00",14.953,5/13/23,16,"15,234.00",15.234,6/13/23,16,"14,933.00",14.933,7/13/23,16,959,0.96,8/13/23,16,301,0.3,9/13/23,16,"15,247.00",15.25
1/13/23,17,"15,701.00",15.7,2/13/23,17,"16,472.00",16.472,3/13/23,18,"14,606.00",14.606,4/13/23,17,"14,979.00",14.979,5/13/23,17,"15,293.00",15.293,6/13/23,17,"14,923.00",14.923,7/13/23,17,953,0.95,8/13/23,17,305,0.31,9/13/23,17,"15,209.00",15.21
1/13/23,18,"15,672.00",15.67,2/13/23,18,"16,414.00",16.414,3/13/23,19,"14,586.00",14.586,4/13/23,18,"14,936.00",14.936,5/13/23,18,"15,293.00",15.293,6/13/23,18,"14,972.00",14.972,7/13/23,18,"14,894.00",14.89,8/13/23,18,305,0.31,9/13/23,18,"15,238.00",15.24
1/13/23,19,"15,682.00",15.68,2/13/23,19,"16,281.00",16.281,3/13/23,20,"14,564.00",14.564,4/13/23,19,"14,946.00",14.946,5/13/23,19,"15,231.00",15.231,6/13/23,19,"14,975.00",14.975,7/13/23,19,"15,416.00",15.42,8/13/23,19,295,0.3,9/13/23,19,"15,199.00",15.2
1/13/23,20,"12,685.00",12.69,2/13/23,20,"16,057.00",16.057,3/13/23,21,"14,544.00",14.544,4/13/23,20,"15,011.00",15.011,5/13/23,20,"15,166.00",15.166,6/13/23,20,"14,988.00",14.988,7/13/23,20,"14,904.00",14.9,8/13/23,20,"12,169.00",12.17,9/13/23,20,"15,115.00",15.12
1/13/23,21,156,0.16,2/13/23,21,"15,905.00",15.905,3/13/23,22,"14,518.00",14.518,4/13/23,21,"15,043.00",15.043,5/13/23,21,"15,092.00",15.092,6/13/23,21,"14,936.00",14.936,7/13/23,21,"14,962.00",14.96,8/13/23,21,"15,231.00",15.23,9/13/23,21,"14,985.00",14.99
1/13/23,22,152,0.15,2/13/23,22,"15,847.00",15.847,3/13/23,23,"14,505.00",14.505,4/13/23,22,"15,021.00",15.021,5/13/23,22,"14,991.00",14.991,6/13/23,22,"14,836.00",14.836,7/13/23,22,"14,991.00",14.99,8/13/23,22,"15,147.00",15.15,9/13/23,22,"14,914.00",14.91
1/13/23,23,149,0.15,2/13/23,23,"15,837.00",15.837,3/13/23,24,"14,489.00",14.489,4/13/23,23,"15,027.00",15.027,5/13/23,23,"14,930.00",14.93,6/13/23,23,"14,797.00",14.797,7/13/23,23,"15,004.00",15,8/13/23,23,"15,063.00",15.06,9/13/23,23,"14,849.00",14.85
1/13/23,24,152,0.15,2/13/23,24,"15,818.00",15.818,3/14/23,1,"14,483.00",14.483,4/13/23,24,"15,034.00",15.034,5/13/23,24,"14,946.00",14.946,6/13/23,24,"14,745.00",14.745,7/13/23,24,"14,969.00",14.97,8/13/23,24,"14,975.00",14.98,9/13/23,24,"14,846.00",14.85
1/14/23,1,152,0.15,2/14/23,1,"15,805.00",15.805,3/14/23,2,"14,470.00",14.47,4/14/23,1,"15,027.00",15.027,5/14/23,1,"14,920.00",14.92,6/14/23,1,"14,765.00",14.765,7/14/23,1,"14,998.00",15,8/14/23,1,"14,953.00",14.95,9/14/23,1,"14,781.00",14.78
1/14/23,2,149,0.15,2/14/23,2,"15,801.00",15.801,3/14/23,3,"14,489.00",14.489,4/14/23,2,"15,004.00",15.004,5/14/23,2,"14,891.00",14.891,6/14/23,2,"14,839.00",14.839,7/14/23,2,"14,995.00",15,8/14/23,2,"14,920.00",14.92,9/14/23,2,"14,745.00",14.75
1/14/23,3,156,0.16,2/14/23,3,"15,746.00",15.746,3/14/23,4,"14,483.00",14.483,4/14/23,3,"14,982.00",14.982,5/14/23,3,"14,865.00",14.865,6/14/23,3,"14,842.00",14.842,7/14/23,3,"14,959.00",14.96,8/14/23,3,"14,933.00",14.93,9/14/23,3,"14,716.00",14.72
1/14/23,4,149,0.15,2/14/23,4,"15,785.00",15.785,3/14/23,5,"14,483.00",14.483,4/14/23,4,"14,956.00",14.956,5/14/23,4,"14,829.00",14.829,6/14/23,4,"14,842.00",14.842,7/14/23,4,"14,914.00",14.91,8/14/23,4,"14,920.00",14.92,9/14/23,4,"14,729.00",14.73
1/14/23,5,156,0.16,2/14/23,5,"15,743.00",15.743,3/14/23,6,"14,489.00",14.489,4/14/23,5,"14,953.00",14.953,5/14/23,5,"14,800.00",14.8,6/14/23,5,"14,846.00",14.846,7/14/23,5,"14,914.00",14.91,8/14/23,5,"14,904.00",14.9,9/14/23,5,"14,729.00",14.73
1/14/23,6,146,0.15,2/14/23,6,"15,779.00",15.779,3/14/23,7,"14,480.00",14.48,4/14/23,6,"14,910.00",14.91,5/14/23,6,"14,758.00",14.758,6/14/23,6,"14,804.00",14.804,7/14/23,6,"14,956.00",14.96,8/14/23,6,"14,898.00",14.9,9/14/23,6,"14,739.00",14.74
1/14/23,7,292,0.29,2/14/23,7,"15,743.00",15.743,3/14/23,8,"14,489.00",14.489,4/14/23,7,"14,904.00",14.904,5/14/23,7,"14,703.00",14.703,6/14/23,7,"14,794.00",14.794,7/14/23,7,"14,956.00",14.96,8/14/23,7,"14,885.00",14.89,9/14/23,7,"14,736.00",14.74
1/14/23,8,295,0.3,2/14/23,8,"15,776.00",15.776,3/14/23,9,"14,486.00",14.486,4/14/23,8,"14,927.00",14.927,5/14/23,8,"14,742.00",14.742,6/14/23,8,"14,804.00",14.804,7/14/23,8,"14,979.00",14.98,8/14/23,8,"14,891.00",14.89,9/14/23,8,"14,758.00",14.76
1/14/23,9,295,0.3,2/14/23,9,"15,695.00",15.695,3/14/23,10,"14,496.00",14.496,4/14/23,9,"14,933.00",14.933,5/14/23,9,"14,885.00",14.885,6/14/23,9,"14,862.00",14.862,7/14/23,9,"15,027.00",15.03,8/14/23,9,"15,027.00",15.03,9/14/23,9,"14,778.00",14.78
1/14/23,10,"11,586.00",11.59,2/14/23,10,"15,824.00",15.824,3/14/23,11,"14,512.00",14.512,4/14/23,10,"14,940.00",14.94,5/14/23,10,"14,969.00",14.969,6/14/23,10,"14,885.00",14.885,7/14/23,10,"15,047.00",15.05,8/14/23,10,"15,244.00",15.24,9/14/23,10,"14,836.00",14.84
1/14/23,11,"15,558.00",15.56,2/14/23,11,"16,103.00",16.103,3/14/23,12,"14,531.00",14.531,4/14/23,11,"14,998.00",14.998,5/14/23,11,"15,066.00",15.066,6/14/23,11,"14,891.00",14.891,7/14/23,11,"15,131.00",15.13,8/14/23,11,"15,429.00",15.43,9/14/23,11,"14,904.00",14.9
1/14/23,12,"15,656.00",15.66,2/14/23,12,"16,378.00",16.378,3/14/23,13,"14,564.00",14.564,4/14/23,12,"15,066.00",15.066,5/14/23,12,"15,209.00",15.209,6/14/23,12,"14,982.00",14.982,7/14/23,12,"15,231.00",15.23,8/14/23,12,"13,780.00",13.78,9/14/23,12,"14,920.00",14.92
1/14/23,13,"15,714.00",15.71,2/14/23,13,"16,560.00",16.56,3/14/23,14,"14,599.00",14.599,4/14/23,13,"15,115.00",15.115,5/14/23,13,"15,322.00",15.322,6/14/23,13,"15,056.00",15.056,7/14/23,13,"15,325.00",15.33,8/14/23,13,337,0.34,9/14/23,13,"14,910.00",14.91
1/14/23,14,"15,701.00",15.7,2/14/23,14,"16,657.00",16.657,3/14/23,15,"14,632.00",14.632,4/14/23,14,"15,153.00",15.153,5/14/23,14,"15,400.00",15.4,6/14/23,14,"7,857.00",7.857,7/14/23,14,"15,429.00",15.43,8/14/23,14,337,0.34,9/14/23,14,"14,985.00",14.99
1/14/23,15,"15,733.00",15.73,2/14/23,15,"16,709.00",16.709,3/14/23,16,"14,635.00",14.635,4/14/23,15,"15,186.00",15.186,5/14/23,15,"15,481.00",15.481,6/14/23,15,243,0.243,7/14/23,15,"15,542.00",15.54,8/14/23,15,337,0.34,9/14/23,15,"15,017.00",15.02
1/14/23,16,"15,662.00",15.66,2/14/23,16,"16,673.00",16.673,3/14/23,17,"14,661.00",14.661,4/14/23,16,"15,043.00",15.043,5/14/23,16,"15,452.00",15.452,6/14/23,16,227,0.227,7/14/23,16,"1,380.00",1.38,8/14/23,16,343,0.34,9/14/23,16,"15,043.00",15.04
1/14/23,17,"15,688.00",15.69,2/14/23,17,"16,667.00",16.667,3/14/23,18,"14,658.00",14.658,4/14/23,17,"15,128.00",15.128,5/14/23,17,"15,513.00",15.513,6/14/23,17,"8,123.00",8.123,7/14/23,17,975,0.98,8/14/23,17,337,0.34,9/14/23,17,"14,988.00",14.99
1/14/23,18,"15,675.00",15.68,2/14/23,18,"16,611.00",16.611,3/14/23,19,"14,635.00",14.635,4/14/23,18,"15,179.00",15.179,5/14/23,18,"15,160.00",15.16,6/14/23,18,"14,927.00",14.927,7/14/23,18,975,0.98,8/14/23,18,327,0.33,9/14/23,18,"14,898.00",14.9
1/14/23,19,"13,880.00",13.88,2/14/23,19,"16,433.00",16.433,3/14/23,20,"14,596.00",14.596,4/14/23,19,"15,141.00",15.141,5/14/23,19,"15,131.00",15.131,6/14/23,19,"14,988.00",14.988,7/14/23,19,"14,914.00",14.91,8/14/23,19,321,0.32,9/14/23,19,"14,881.00",14.88
1/14/23,20,473,0.47,2/14/23,20,"16,291.00",16.291,3/14/23,21,"14,574.00",14.574,4/14/23,20,"15,066.00",15.066,5/14/23,20,"15,134.00",15.134,6/14/23,20,"15,004.00",15.004,7/14/23,20,"15,335.00",15.34,8/14/23,20,314,0.31,9/14/23,20,"14,894.00",14.89
1/14/23,21,509,0.51,2/14/23,21,"16,275.00",16.275,3/14/23,22,"14,557.00",14.557,4/14/23,21,"15,004.00",15.004,5/14/23,21,"15,098.00",15.098,6/14/23,21,"14,946.00",14.946,7/14/23,21,"15,341.00",15.34,8/14/23,21,311,0.31,9/14/23,21,"14,859.00",14.86
1/14/23,22,509,0.51,2/14/23,22,"16,125.00",16.125,3/14/23,23,"14,554.00",14.554,4/14/23,22,"14,969.00",14.969,5/14/23,22,"15,050.00",15.05,6/14/23,22,"14,923.00",14.923,7/14/23,22,"15,247.00",15.25,8/14/23,22,"12,821.00",12.82,9/14/23,22,"14,820.00",14.82
1/14/23,23,505,0.51,2/14/23,23,"16,129.00",16.129,3/14/23,24,"14,538.00",14.538,4/14/23,23,"14,907.00",14.907,5/14/23,23,"15,017.00",15.017,6/14/23,23,"14,872.00",14.872,7/14/23,23,"15,102.00",15.1,8/14/23,23,"15,286.00",15.29,9/14/23,23,"14,813.00",14.81
1/14/23,24,509,0.51,2/14/23,24,"16,129.00",16.129,3/15/23,1,"14,531.00",14.531,4/14/23,24,"14,901.00",14.901,5/14/23,24,"14,943.00",14.943,6/14/23,24,"14,868.00",14.868,7/14/23,24,"14,979.00",14.98,8/14/23,24,"15,176.00",15.18,9/14/23,24,"14,813.00",14.81
1/15/23,1,509,0.51,2/15/23,1,"16,226.00",16.226,3/15/23,2,"14,531.00",14.531,4/15/23,1,"14,891.00",14.891,5/15/23,1,"14,943.00",14.943,6/15/23,1,"14,855.00",14.855,7/15/23,1,"14,998.00",15,8/15/23,1,"15,111.00",15.11,9/15/23,1,"14,794.00",14.79
1/15/23,2,509,0.51,2/15/23,2,"16,265.00",16.265,3/15/23,3,"14,528.00",14.528,4/15/23,2,"14,865.00",14.865,5/15/23,2,"14,930.00",14.93,6/15/23,2,"14,855.00",14.855,7/15/23,2,"15,034.00",15.03,8/15/23,2,"15,053.00",15.05,9/15/23,2,"14,761.00",14.76
1/15/23,3,"1,844.00",1.84,2/15/23,3,"16,142.00",16.142,3/15/23,4,"14,522.00",14.522,4/15/23,3,"14,842.00",14.842,5/15/23,3,"14,894.00",14.894,6/15/23,3,"14,862.00",14.862,7/15/23,3,"14,998.00",15,8/15/23,3,"15,069.00",15.07,9/15/23,3,"14,739.00",14.74
1/15/23,4,"8,298.00",8.3,2/15/23,4,"15,989.00",15.989,3/15/23,5,"14,515.00",14.515,4/15/23,4,"14,846.00",14.846,5/15/23,4,"14,891.00",14.891,6/15/23,4,"14,868.00",14.868,7/15/23,4,"14,959.00",14.96,8/15/23,4,"15,060.00",15.06,9/15/23,4,"14,732.00",14.73
1/15/23,5,480,0.48,2/15/23,5,"16,012.00",16.012,3/15/23,6,"14,505.00",14.505,4/15/23,5,"14,836.00",14.836,5/15/23,5,"14,878.00",14.878,6/15/23,5,"14,855.00",14.855,7/15/23,5,"14,959.00",14.96,8/15/23,5,"15,040.00",15.04,9/15/23,5,"14,713.00",14.71
1/15/23,6,509,0.51,2/15/23,6,"16,012.00",16.012,3/15/23,7,"14,493.00",14.493,4/15/23,6,"14,771.00",14.771,5/15/23,6,"14,859.00",14.859,6/15/23,6,"14,849.00",14.849,7/15/23,6,"14,940.00",14.94,8/15/23,6,"15,024.00",15.02,9/15/23,6,"14,697.00",14.7
1/15/23,7,515,0.52,2/15/23,7,"16,028.00",16.028,3/15/23,8,"14,470.00",14.47,4/15/23,7,"14,755.00",14.755,5/15/23,7,"14,829.00",14.829,6/15/23,7,"14,849.00",14.849,7/15/23,7,"14,923.00",14.92,8/15/23,7,"15,024.00",15.02,9/15/23,7,"14,729.00",14.73
1/15/23,8,512,0.51,2/15/23,8,"16,032.00",16.032,3/15/23,9,"14,486.00",14.486,4/15/23,8,"14,771.00",14.771,5/15/23,8,"14,833.00",14.833,6/15/23,8,"14,868.00",14.868,7/15/23,8,"14,959.00",14.96,8/15/23,8,"15,037.00",15.04,9/15/23,8,"14,726.00",14.73
1/15/23,9,509,0.51,2/15/23,9,"15,989.00",15.989,3/15/23,10,"14,525.00",14.525,4/15/23,9,"14,836.00",14.836,5/15/23,9,"14,872.00",14.872,6/15/23,9,"14,898.00",14.898,7/15/23,9,"15,034.00",15.03,8/15/23,9,"15,082.00",15.08,9/15/23,9,"14,719.00",14.72
1/15/23,10,512,0.51,2/15/23,10,"16,015.00",16.015,3/15/23,11,"14,567.00",14.567,4/15/23,10,"14,969.00",14.969,5/15/23,10,"14,917.00",14.917,6/15/23,10,"14,888.00",14.888,7/15/23,10,"15,186.00",15.19,8/15/23,10,"15,192.00",15.19,9/15/23,10,"14,745.00",14.75
1/15/23,11,509,0.51,2/15/23,11,"15,934.00",15.934,3/15/23,12,"14,612.00",14.612,4/15/23,11,"15,082.00",15.082,5/15/23,11,"14,940.00",14.94,6/15/23,11,"14,910.00",14.91,7/15/23,11,"15,374.00",15.37,8/15/23,11,"15,290.00",15.29,9/15/23,11,"14,771.00",14.77
1/15/23,12,505,0.51,2/15/23,12,"15,951.00",15.951,3/15/23,13,"14,706.00",14.706,4/15/23,12,"15,247.00",15.247,5/15/23,12,"14,985.00",14.985,6/15/23,12,"14,972.00",14.972,7/15/23,12,"15,526.00",15.53,8/15/23,12,"15,406.00",15.41,9/15/23,12,"14,748.00",14.75
